policy,task,selected,accuracy,total_gap_loss_ratio
tri_unanimous_q20,aptos2019-blindness-detection,6,0.5,0.07864429088515959
tri_unanimous_q20,chaii-hindi-and-tamil-question-answering,8,0.375,0.1184777264894451
tri_unanimous_q20,denoising-dirty-documents,13,0.69230769230769229,0.021776519052523171
tri_unanimous_q20,dog-breed-identification,9,0.44444444444444442,0.047616255250831435
tri_unanimous_q20,dogs-vs-cats-redux-kernels-edition,2,0.5,0.0089365504915102749
tri_unanimous_q20,google-quest-challenge,9,0.44444444444444442,0.12067233384853167
tri_unanimous_q20,histopathologic-cancer-detection,8,0.625,0.0016661571384897582
tri_unanimous_q20,kuzushiji-recognition,0,,0
tri_unanimous_q20,leaf-classification,11,0.45454545454545453,0.11694035292978359
tri_unanimous_q20,learning-agency-lab-automated-essay-scoring-2,3,0.66666666666666663,0.0055613554737001082
tri_unanimous_q20,mlsp-2013-birds,8,0.375,0.12657310019502274
tri_unanimous_q20,nomad2018-predict-transparent-conductors,4,0.25,0.29398562602446088
tri_unanimous_q20,petfinder-pawpularity-score,19,0.63157894736842102,0.0057176319585518246
tri_unanimous_q20,random-acts-of-pizza,33,0.51515151515151514,0.12229699995447577
tri_unanimous_q20,spaceship-titanic,3,0.33333333333333331,0.27370292754175396
tri_unanimous_q20,spooky-author-identification,33,0.66666666666666663,0.11440317349913338
tri_unanimous_q20,tabular-playground-series-dec-2021,4,1,0
tri_unanimous_q20,tabular-playground-series-may-2022,9,0.77777777777777779,0.0092759961279529797
tri_unanimous_q20,text-normalization-challenge-english-language,3,1,0
tri_unanimous_q20,text-normalization-challenge-russian-language,19,0.73684210526315785,0.0057645710686762492
tri_unanimous_q20,tweet-sentiment-extraction,8,0.5,0.008852171593009741
tri_unanimous_q20,us-patent-phrase-to-phrase-matching,67,0.4925373134328358,0.056821543636400441
tri_unanimous_q20,whale-categorization-playground,14,0.2857142857142857,0.17457758257235648
char_margin_matched,aptos2019-blindness-detection,6,0.5,0.031782900721986716
char_margin_matched,chaii-hindi-and-tamil-question-answering,8,0.375,0.10272879658107613
char_margin_matched,denoising-dirty-documents,13,0.61538461538461542,0.020576725025746648
char_margin_matched,dog-breed-identification,9,0.33333333333333331,0.061912463558179712
char_margin_matched,dogs-vs-cats-redux-kernels-edition,2,0.5,0.0089365504915102749
char_margin_matched,google-quest-challenge,9,0.44444444444444442,0.093066902185912972
char_margin_matched,histopathologic-cancer-detection,8,0.875,0.00029043106083766429
char_margin_matched,kuzushiji-recognition,0,,0
char_margin_matched,leaf-classification,11,0.18181818181818182,0.093128429312921993
char_margin_matched,learning-agency-lab-automated-essay-scoring-2,3,0.33333333333333331,0.040787650770513662
char_margin_matched,mlsp-2013-birds,8,0.5,0.11123519966218279
char_margin_matched,nomad2018-predict-transparent-conductors,4,0.25,0.27774555541545826
char_margin_matched,petfinder-pawpularity-score,19,0.57894736842105265,0.022402772245631596
char_margin_matched,random-acts-of-pizza,33,0.54545454545454541,0.11568081457988738
char_margin_matched,spaceship-titanic,3,0.66666666666666663,0.24817425541372959
char_margin_matched,spooky-author-identification,33,0.75757575757575757,0.19051880377404368
char_margin_matched,tabular-playground-series-dec-2021,4,1,0
char_margin_matched,tabular-playground-series-may-2022,9,1,0
char_margin_matched,text-normalization-challenge-english-language,3,0.33333333333333331,0.025742574257425741
char_margin_matched,text-normalization-challenge-russian-language,19,0.36842105263157893,0.098863705945643351
char_margin_matched,tweet-sentiment-extraction,8,0.375,0.065986316772435369
char_margin_matched,us-patent-phrase-to-phrase-matching,67,0.46268656716417911,0.23125502353886768
char_margin_matched,whale-categorization-playground,14,0.5,0.15509564911207785
unanimous_crc_matched,aptos2019-blindness-detection,6,0.5,0.07864429088515959
unanimous_crc_matched,chaii-hindi-and-tamil-question-answering,8,0.5,0.11489705139627875
unanimous_crc_matched,denoising-dirty-documents,13,0.69230769230769229,0.025139031925849639
unanimous_crc_matched,dog-breed-identification,9,0.44444444444444442,0.046222372959792937
unanimous_crc_matched,dogs-vs-cats-redux-kernels-edition,2,1,0
unanimous_crc_matched,google-quest-challenge,9,0.44444444444444442,0.10598366085228528
unanimous_crc_matched,histopathologic-cancer-detection,8,0.625,0.0016661571384897582
unanimous_crc_matched,kuzushiji-recognition,0,,0
unanimous_crc_matched,leaf-classification,11,0.54545454545454541,0.076608108544321096
unanimous_crc_matched,learning-agency-lab-automated-essay-scoring-2,3,0.66666666666666663,0.0055613554737001082
unanimous_crc_matched,mlsp-2013-birds,8,0.375,0.122492068519105
unanimous_crc_matched,nomad2018-predict-transparent-conductors,4,0.25,0.29398562602446088
unanimous_crc_matched,petfinder-pawpularity-score,19,0.63157894736842102,0.24325153122310714
unanimous_crc_matched,random-acts-of-pizza,33,0.51515151515151514,0.10905324815247576
unanimous_crc_matched,spaceship-titanic,3,0.66666666666666663,0.025528672128024385
unanimous_crc_matched,spooky-author-identification,33,0.66666666666666663,0.016574351318568527
unanimous_crc_matched,tabular-playground-series-dec-2021,4,1,0
unanimous_crc_matched,tabular-playground-series-may-2022,9,0.77777777777777779,0.0071018855866495792
unanimous_crc_matched,text-normalization-challenge-english-language,3,0.66666666666666663,0.11438555620267908
unanimous_crc_matched,text-normalization-challenge-russian-language,19,0.78947368421052633,0.0046623920783071936
unanimous_crc_matched,tweet-sentiment-extraction,8,0.375,0.012234863644159859
unanimous_crc_matched,us-patent-phrase-to-phrase-matching,67,0.52238805970149249,0.045930849087826617
unanimous_crc_matched,whale-categorization-playground,14,0.42857142857142855,0.14847040182356452
char_crc_matched,aptos2019-blindness-detection,6,0.83333333333333337,0.011400809089677331
char_crc_matched,chaii-hindi-and-tamil-question-answering,8,0.5,0.10921562409287609
char_crc_matched,denoising-dirty-documents,13,0.69230769230769229,0.0069979402677651896
char_crc_matched,dog-breed-identification,9,0.22222222222222221,0.30506845396345156
char_crc_matched,dogs-vs-cats-redux-kernels-edition,2,1,0
char_crc_matched,google-quest-challenge,9,0.66666666666666663,0.10002759991168027
char_crc_matched,histopathologic-cancer-detection,8,0.625,0.0039590339345765817
char_crc_matched,kuzushiji-recognition,0,,0
char_crc_matched,leaf-classification,11,0.45454545454545453,0.040986403632724829
char_crc_matched,learning-agency-lab-automated-essay-scoring-2,3,0,0.04446458000932365
char_crc_matched,mlsp-2013-birds,8,0.5,0.071936170330983068
char_crc_matched,nomad2018-predict-transparent-conductors,4,0.5,0.014878325557937208
char_crc_matched,petfinder-pawpularity-score,19,0.57894736842105265,0.023983051394306155
char_crc_matched,random-acts-of-pizza,33,0.45454545454545453,0.1181542967268092
char_crc_matched,spaceship-titanic,3,1,0
char_crc_matched,spooky-author-identification,33,0.66666666666666663,0.045846657562365861
char_crc_matched,tabular-playground-series-dec-2021,4,0.75,8.4956955142727664e-05
char_crc_matched,tabular-playground-series-may-2022,9,0.55555555555555558,0.0025938955737740852
char_crc_matched,text-normalization-challenge-english-language,3,0.66666666666666663,0.034828188701223062
char_crc_matched,text-normalization-challenge-russian-language,19,0.42105263157894735,0.086109920485658575
char_crc_matched,tweet-sentiment-extraction,8,0.25,0.067920644903093047
char_crc_matched,us-patent-phrase-to-phrase-matching,67,0.4925373134328358,0.11217199246215874
char_crc_matched,whale-categorization-playground,14,0.35714285714285715,0.075907728374127223
random_on_primary,aptos2019-blindness-detection,6,0.66666666666666663,0.018698101155565878
random_on_primary,chaii-hindi-and-tamil-question-answering,8,0.375,0.18635786280343036
random_on_primary,denoising-dirty-documents,13,0.23076923076923078,0.17337796086508753
random_on_primary,dog-breed-identification,9,0.55555555555555558,0.031362747762775332
random_on_primary,dogs-vs-cats-redux-kernels-edition,2,0.5,0.0039576152176688363
random_on_primary,google-quest-challenge,9,0.66666666666666663,0.11376683594612494
random_on_primary,histopathologic-cancer-detection,8,0.5,0.011617242433506571
random_on_primary,kuzushiji-recognition,0,,0
random_on_primary,leaf-classification,11,0.72727272727272729,0.013780164284222641
random_on_primary,learning-agency-lab-automated-essay-scoring-2,3,0,0.061260267496602142
random_on_primary,mlsp-2013-birds,8,0.75,0.056267675673272982
random_on_primary,nomad2018-predict-transparent-conductors,4,0.25,0.042995839112343955
random_on_primary,petfinder-pawpularity-score,19,0.47368421052631576,0.02070788234528062
random_on_primary,random-acts-of-pizza,33,0.66666666666666663,0.090574212051776196
random_on_primary,spaceship-titanic,3,0.33333333333333331,0.083920746808915994
random_on_primary,spooky-author-identification,33,0.51515151515151514,0.15170677365633806
random_on_primary,tabular-playground-series-dec-2021,4,0.25,0.015957748074309015
random_on_primary,tabular-playground-series-may-2022,9,0.55555555555555558,0.086751396411777759
random_on_primary,text-normalization-challenge-english-language,3,1,0
random_on_primary,text-normalization-challenge-russian-language,19,0.47368421052631576,0.009176077467437609
random_on_primary,tweet-sentiment-extraction,8,0.375,0.011987117184075627
random_on_primary,us-patent-phrase-to-phrase-matching,67,0.4925373134328358,0.073314286100247858
random_on_primary,whale-categorization-playground,14,0.42857142857142855,0.22131569071677759
oracle_all,aptos2019-blindness-detection,34,1,0
oracle_all,chaii-hindi-and-tamil-question-answering,41,1,0
oracle_all,denoising-dirty-documents,68,1,0
oracle_all,dog-breed-identification,49,1,0
oracle_all,dogs-vs-cats-redux-kernels-edition,11,1,0
oracle_all,google-quest-challenge,45,1,0
oracle_all,histopathologic-cancer-detection,46,1,0
oracle_all,kuzushiji-recognition,9,1,0
oracle_all,leaf-classification,55,1,0
oracle_all,learning-agency-lab-automated-essay-scoring-2,17,1,0
oracle_all,mlsp-2013-birds,44,1,0
oracle_all,nomad2018-predict-transparent-conductors,21,1,0
oracle_all,petfinder-pawpularity-score,98,1,0
oracle_all,random-acts-of-pizza,169,1,0
oracle_all,spaceship-titanic,15,1,0
oracle_all,spooky-author-identification,166,1,0
oracle_all,tabular-playground-series-dec-2021,23,1,0
oracle_all,tabular-playground-series-may-2022,47,1,0
oracle_all,text-normalization-challenge-english-language,17,1,0
oracle_all,text-normalization-challenge-russian-language,96,1,0
oracle_all,tweet-sentiment-extraction,40,1,0
oracle_all,us-patent-phrase-to-phrase-matching,336,1,0
oracle_all,whale-categorization-playground,73,1,0
random_all,aptos2019-blindness-detection,34,0.38235294117647056,0.4606004297079147
random_all,chaii-hindi-and-tamil-question-answering,41,0.43902439024390244,0.56459393567201444
random_all,denoising-dirty-documents,68,0.55882352941176472,0.30371781668383108
random_all,dog-breed-identification,49,0.42857142857142855,0.80861021456595106
random_all,dogs-vs-cats-redux-kernels-edition,11,0.54545454545454541,0.20496616877313925
random_all,google-quest-challenge,45,0.53333333333333333,0.62330536542283044
random_all,histopathologic-cancer-detection,46,0.34782608695652173,0.91747172118618148
random_all,kuzushiji-recognition,9,0.55555555555555558,0.4357756163294923
random_all,leaf-classification,55,0.58181818181818179,0.17716285930174261
random_all,learning-agency-lab-automated-essay-scoring-2,17,0.70588235294117652,0.044385788668492014
random_all,mlsp-2013-birds,44,0.47727272727272729,0.46057595608376528
random_all,nomad2018-predict-transparent-conductors,21,0.33333333333333331,0.67418988778212074
random_all,petfinder-pawpularity-score,98,0.54081632653061229,0.47560110882785828
random_all,random-acts-of-pizza,169,0.50295857988165682,0.52157088878435187
random_all,spaceship-titanic,15,0.40000000000000002,0.55842382676065283
random_all,spooky-author-identification,166,0.45180722891566266,0.49395779789017724
random_all,tabular-playground-series-dec-2021,23,0.52173913043478259,0.45953217036701377
random_all,tabular-playground-series-may-2022,47,0.42553191489361702,0.65270620373358057
random_all,text-normalization-challenge-english-language,17,0.6470588235294118,0.7158998252766452
random_all,text-normalization-challenge-russian-language,96,0.57291666666666663,0.31075324311794195
random_all,tweet-sentiment-extraction,40,0.57499999999999996,0.45840718083585863
random_all,us-patent-phrase-to-phrase-matching,336,0.52380952380952384,0.37290024518246817
random_all,whale-categorization-playground,73,0.54794520547945202,0.43895738066447049
